0,1,0
1,1,0
2,1,0
3,1,0
4,0,1
5,1,1
6,0,0
7,0,1
8,0,1
9,0,1
10,1,1
11,1,0
12,1,0
13,0,1
14,1,1
15,1,1
16,1,1
17,1,1
18,0,1
19,0,1
20,1,1
21,1,1
22,1,1
23,1,0
24,0,1
25,1,0
26,1,1
27,0,1
28,1,1
29,1,0
30,1,1
31,1,1
32,1,1
33,0,1
34,1,0
35,0,0
36,1,0
37,1,1
38,1,1
39,0,1
40,1,1
41,0,0
42,1,1
43,0,0
44,1,1
45,1,1
46,0,1
47,1,1
48,1,1
49,1,1
50,0,1
51,1,1
52,1,1
53,0,1
54,0,1
55,0,0
56,0,0
57,0,1
58,1,1
59,0,1
60,1,1
61,0,1
62,1,1
63,1,1
64,1,0
65,1,1
66,1,1
67,0,0
68,1,1
69,1,1
70,1,0
71,0,0
72,1,0
73,0,0
74,1,1
75,0,0
76,0,1
77,0,1
78,1,1
79,0,0
80,1,1
81,1,1
82,1,1
83,1,1
84,1,1
85,1,1
86,0,1
87,0,1
88,1,1
89,1,1
90,0,0
91,1,1
92,1,0
93,1,1
94,1,0
95,0,0
96,1,1
97,1,0
98,1,1
99,1,1
100,0,1
101,0,0
102,1,1
103,1,0
104,1,1
105,1,1
106,1,1
107,1,1
108,1,1
109,1,1
110,1,1
111,1,1
112,0,1
113,1,1
114,1,1
115,1,1
116,1,0
117,1,1
118,0,1
119,1,0
120,0,1
121,0,1
122,1,0
123,0,1
124,1,1
125,0,1
126,0,0
127,1,1
