0,0,1
1,0,1
2,1,1
3,1,1
4,0,0
5,1,0
6,0,1
7,0,0
8,0,0
9,0,0
10,0,0
11,0,1
12,1,1
13,1,0
14,1,0
15,0,0
16,0,0
17,0,0
18,1,0
19,0,0
20,0,0
21,0,0
22,0,0
23,1,1
24,0,0
25,1,1
26,0,0
27,1,0
28,0,0
29,1,1
30,1,1
31,0,0
32,0,1
33,1,0
34,0,1
35,0,1
36,1,1
37,1,1
38,1,0
39,0,0
40,0,1
41,1,1
42,0,0
43,1,1
44,1,0
45,1,1
46,1,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,1,0
54,0,0
55,1,1
56,1,1
57,0,0
58,0,0
59,1,0
60,0,0
61,1,0
62,0,0
63,0,0
64,1,1
65,0,0
66,1,1
67,1,1
68,1,1
69,0,0
70,1,1
71,1,1
72,1,1
73,1,1
74,0,0
75,1,1
76,1,0
77,1,1
78,0,1
79,0,1
80,0,0
81,0,0
82,0,1
83,0,0
84,0,0
85,0,1
86,1,1
87,0,0
88,1,0
89,0,0
90,1,1
91,0,0
92,0,1
93,0,0
94,1,1
95,0,1
96,0,0
97,0,1
98,0,0
99,1,1
100,0,0
101,1,1
102,0,0
103,1,1
104,1,0
105,0,0
106,1,1
107,0,1
108,1,1
109,0,0
110,0,0
111,0,0
112,1,0
113,1,0
114,0,0
115,1,0
116,0,1
117,1,0
118,1,1
119,1,1
120,0,0
121,1,0
122,1,1
123,0,0
124,0,0
125,0,0
126,1,1
127,1,0
