0,1,1,1,1
1,0,0,0,0
2,0,0,0,0
3,0,0,1,1
4,0,0,0,0
5,0,0,0,1
6,0,0,0,0
7,1,1,1,1
8,1,1,1,1
9,1,1,1,1
10,0,0,0,1
11,1,1,1,1
12,0,0,0,0
13,1,1,1,1
14,0,0,0,0
15,1,1,1,0
16,0,0,0,0
17,1,1,1,1
18,0,0,0,0
19,1,1,1,1
20,1,1,1,0
21,0,0,0,0
22,0,0,0,0
23,1,1,1,1
24,1,1,1,0
25,0,0,0,0
26,0,0,0,0
27,1,1,1,1
28,1,1,1,1
29,0,0,0,0
30,0,0,0,1
31,0,0,0,1
32,1,1,1,1
33,0,0,0,1
34,0,0,0,0
35,1,1,1,0
36,0,0,0,0
37,0,0,0,0
38,0,0,0,0
39,0,0,0,0
40,1,1,1,1
41,1,1,0,0
42,0,0,0,0
43,0,0,0,1
44,0,0,0,0
45,0,0,0,0
46,0,0,0,0
47,0,0,0,0
48,1,1,1,0
49,0,0,0,1
50,0,0,0,0
51,1,1,1,1
52,0,0,0,0
53,1,1,1,1
54,0,0,0,0
55,0,0,0,0
56,1,1,1,1
57,1,1,0,1
58,0,0,0,0
59,1,1,1,1
60,1,1,1,0
61,1,1,0,1
62,0,0,0,0
63,0,0,0,0
64,0,0,0,0
65,1,1,1,1
66,1,1,1,0
67,0,0,0,0
68,0,0,0,0
69,0,0,0,0
70,0,0,0,0
71,0,0,0,0
72,0,0,0,0
73,0,0,0,0
74,1,1,0,1
75,1,1,0,1
76,1,1,0,0
77,1,1,1,0
78,0,0,0,0
79,0,0,0,0
80,0,0,0,0
81,0,0,0,0
82,1,1,0,0
83,0,0,0,0
84,0,0,0,0
85,0,0,0,0
86,0,0,0,0
87,0,0,0,0
88,0,0,0,0
89,1,1,0,0
90,1,1,0,0
91,0,0,0,0
92,0,0,0,0
93,0,0,0,0
94,1,1,0,1
95,1,1,0,0
96,0,0,0,0
97,1,1,0,0
98,0,0,0,0
99,0,0,0,0
100,0,0,0,0
101,1,1,0,1
102,0,0,0,0
103,0,0,0,0
104,0,0,0,0
105,0,0,0,0
106,0,0,0,0
107,1,1,1,0
108,0,0,0,0
109,0,0,0,0
110,0,0,0,0
111,0,0,0,0
112,0,0,0,0
113,0,0,0,0
114,1,1,1,0
115,0,0,0,0
116,0,0,0,0
117,1,1,0,0
118,0,0,0,0
119,0,0,0,0
120,0,0,0,0
121,1,1,1,1
122,0,0,0,0
123,0,0,0,0
124,0,0,0,0
125,0,0,0,0
126,1,1,0,1
127,0,0,0,0
