0,0,0,1,1
1,1,1,1,0
2,0,1,0,0
3,0,0,0,1
4,1,1,0,0
5,0,0,1,1
6,1,1,0,0
7,0,1,1,1
8,0,0,1,1
9,0,0,1,1
10,0,0,1,1
11,0,1,1,1
12,0,0,0,0
13,0,0,1,1
14,0,1,0,0
15,0,0,0,1
16,0,1,0,0
17,1,0,0,1
18,1,0,1,0
19,0,0,1,1
20,0,0,1,1
21,0,0,0,0
22,0,0,1,1
23,0,0,1,1
24,0,0,1,1
25,0,0,0,0
26,0,0,0,0
27,0,0,1,1
28,0,1,1,1
29,1,1,1,0
30,0,0,1,1
31,0,0,1,1
32,1,0,1,1
33,0,0,1,1
34,0,0,1,1
35,0,0,1,1
36,0,0,0,0
37,0,0,0,0
38,1,0,0,0
39,1,0,1,0
40,0,0,1,1
41,1,1,0,0
42,0,0,0,0
43,0,0,0,0
44,0,0,0,0
45,0,0,0,0
46,1,0,0,0
47,0,0,0,0
48,0,0,1,1
49,0,0,1,1
50,0,0,0,0
51,0,1,0,1
52,1,0,1,0
53,0,0,0,1
54,0,0,1,1
55,0,0,0,0
56,0,0,0,1
57,0,0,1,1
58,0,1,0,0
59,0,0,1,1
60,0,0,1,1
61,0,0,1,1
62,0,1,1,0
63,0,0,0,0
64,1,1,0,0
65,0,0,1,1
66,0,0,1,1
67,0,0,1,1
68,1,0,0,0
69,0,0,1,1
70,1,1,0,0
71,1,0,0,0
72,1,1,1,0
73,0,0,0,1
74,0,1,1,1
75,0,0,1,1
76,0,0,1,1
77,0,0,1,1
78,1,0,1,1
79,1,1,0,0
80,0,0,0,1
81,0,0,1,1
82,0,1,1,1
83,0,0,1,1
84,1,0,0,0
85,0,1,0,0
86,0,0,0,1
87,0,0,0,0
88,0,0,0,1
89,0,0,1,1
90,0,1,1,1
91,1,1,0,0
92,0,1,0,0
93,0,0,1,1
94,1,0,0,1
95,1,0,0,1
96,0,0,0,0
97,0,0,1,1
98,1,0,0,0
99,0,0,0,0
100,1,0,1,0
101,0,0,1,1
102,0,0,0,0
103,0,0,0,0
104,0,0,0,0
105,1,1,0,0
106,0,0,1,1
107,0,0,1,1
108,0,0,0,0
109,0,1,0,0
110,0,0,1,1
111,1,0,0,0
112,0,0,0,0
113,0,0,0,0
114,0,0,1,1
115,0,0,0,0
116,0,0,0,0
117,0,0,0,1
118,1,0,0,0
119,0,0,1,0
120,0,1,0,0
121,0,0,1,1
122,0,0,1,1
123,0,1,0,0
124,1,1,1,0
125,1,0,0,0
126,0,1,1,1
127,0,0,1,1
