0,1,0,0,0
1,0,0,0,0
2,0,0,0,1
3,0,0,0,0
4,0,0,0,0
5,0,0,0,0
6,0,0,0,0
7,1,0,0,0
8,1,0,0,0
9,1,0,0,0
10,0,0,0,0
11,1,0,0,0
12,0,1,0,1
13,1,1,0,0
14,0,0,0,1
15,1,1,0,0
16,0,0,0,0
17,1,1,0,0
18,0,0,0,0
19,1,0,0,0
20,1,1,0,0
21,0,0,0,1
22,0,0,0,1
23,1,0,0,0
24,1,1,0,0
25,0,0,0,1
26,0,0,0,0
27,1,1,0,0
28,1,0,0,0
29,0,0,0,0
30,0,0,0,0
31,0,0,0,0
32,1,0,0,0
33,0,0,0,0
34,0,0,0,0
35,1,0,0,0
36,0,1,0,0
37,0,1,0,0
38,0,1,0,0
39,0,0,0,0
40,1,0,0,0
41,1,0,0,1
42,0,0,0,1
43,0,1,0,0
44,0,0,0,1
45,0,0,0,1
46,0,0,0,1
47,0,0,0,1
48,1,0,0,0
49,0,1,0,0
50,0,0,0,1
51,1,0,0,0
52,0,0,0,0
53,1,1,0,0
54,0,0,0,0
55,0,1,0,0
56,1,0,0,0
57,1,1,0,0
58,0,0,0,1
59,1,0,0,0
60,1,0,0,0
61,1,0,0,0
62,0,0,0,1
63,0,0,0,0
64,0,0,0,1
65,1,1,0,0
66,1,0,0,0
67,0,1,0,0
68,0,0,0,1
69,0,1,0,0
70,0,0,0,0
71,0,0,0,0
72,0,0,0,0
73,0,0,0,0
74,1,0,0,0
75,1,0,0,0
76,1,1,0,0
77,1,1,0,0
78,0,1,0,0
79,0,1,0,0
80,0,0,0,1
81,0,1,0,0
82,1,0,0,0
83,0,0,0,1
84,0,1,0,0
85,0,0,0,1
86,0,1,0,0
87,0,0,0,0
88,0,1,0,0
89,1,0,0,0
90,1,0,0,0
91,0,1,0,0
92,0,0,0,1
93,0,0,0,1
94,1,1,0,0
95,1,0,0,0
96,0,0,0,1
97,1,1,0,0
98,0,0,0,0
99,0,0,0,0
100,0,0,0,1
101,1,0,0,0
102,0,0,0,1
103,0,0,0,0
104,0,0,0,0
105,0,1,0,0
106,0,0,0,0
107,1,1,0,0
108,0,0,0,1
109,0,0,0,0
110,0,0,0,0
111,0,0,0,1
112,0,1,0,0
113,0,0,0,0
114,1,0,0,0
115,0,0,0,1
116,0,0,0,1
117,1,0,0,0
118,0,0,0,0
119,0,0,0,1
120,0,1,0,0
121,1,0,0,0
122,0,0,0,0
123,0,0,0,1
124,0,0,0,0
125,0,1,0,0
126,1,0,0,0
127,0,0,0,0
