0,1,0,1,0
1,0,0,1,1
2,0,0,1,0
3,1,0,1,0
4,0,0,0,1
5,0,0,0,0
6,0,0,1,1
7,1,0,1,0
8,1,0,0,0
9,1,0,1,0
10,0,0,0,0
11,1,0,1,0
12,0,0,0,0
13,1,0,1,0
14,0,0,1,0
15,1,1,0,0
16,0,0,1,1
17,1,1,0,0
18,0,1,0,1
19,1,0,0,0
20,1,1,0,0
21,0,0,0,0
22,0,0,0,0
23,1,0,0,0
24,1,1,0,0
25,0,0,0,0
26,0,0,0,0
27,1,1,1,0
28,1,0,1,0
29,0,0,1,1
30,0,0,0,0
31,0,1,1,1
32,1,0,0,0
33,0,0,0,0
34,0,0,0,0
35,1,1,0,0
36,0,0,0,0
37,0,0,0,1
38,0,1,1,1
39,0,0,0,1
40,1,0,1,0
41,0,0,0,1
42,0,0,0,0
43,0,1,0,1
44,0,0,0,0
45,0,0,0,0
46,0,0,0,0
47,0,0,0,0
48,1,0,0,0
49,0,1,1,1
50,0,1,0,1
51,1,1,0,0
52,0,0,0,0
53,1,1,0,0
54,0,0,0,0
55,0,0,0,1
56,1,1,0,0
57,1,1,0,0
58,0,0,1,1
59,1,0,1,0
60,1,1,1,0
61,1,0,0,0
62,0,0,0,0
63,0,1,0,1
64,0,1,1,1
65,1,1,1,0
66,1,1,0,0
67,1,0,1,0
68,1,0,0,1
69,0,1,0,1
70,0,0,1,1
71,0,0,1,1
72,0,0,0,1
73,0,0,1,1
74,1,0,1,0
75,1,0,1,0
76,1,0,0,0
77,1,1,0,0
78,1,1,0,0
79,0,0,0,1
80,0,0,0,0
81,1,1,0,0
82,1,0,1,0
83,0,0,0,0
84,0,1,1,1
85,0,0,1,0
86,0,1,0,0
87,0,1,0,0
88,0,1,1,1
89,1,0,1,0
90,1,0,1,0
91,0,0,0,1
92,0,0,0,0
93,0,0,0,0
94,1,1,0,0
95,1,0,0,0
96,0,1,0,1
97,1,1,1,0
98,0,0,1,1
99,0,0,0,1
100,0,0,0,0
101,1,0,0,0
102,0,0,0,0
103,0,0,1,0
104,0,1,0,1
105,0,0,1,1
106,0,0,0,0
107,1,1,0,0
108,0,0,0,1
109,0,0,1,1
110,0,1,0,1
111,0,0,1,1
112,0,0,0,1
113,0,1,1,1
114,1,1,0,0
115,0,0,1,0
116,0,0,0,1
117,1,0,1,0
118,0,0,1,1
119,0,0,0,1
120,0,0,1,1
121,1,0,1,0
122,1,0,1,0
123,0,0,0,1
124,0,0,1,0
125,0,1,1,1
126,1,0,1,0
127,0,0,1,0
