0,1,1,0,1
1,0,0,1,1
2,0,0,0,0
3,1,1,0,1
4,0,0,1,0
5,0,0,1,1
6,0,0,0,0
7,1,1,1,1
8,1,1,0,1
9,1,1,1,1
10,0,0,1,1
11,1,1,1,1
12,0,0,0,0
13,1,1,1,1
14,0,0,0,0
15,1,1,0,0
16,0,0,0,0
17,1,1,0,0
18,0,0,0,0
19,1,1,0,1
20,1,1,1,1
21,0,0,0,0
22,0,0,1,1
23,1,1,1,1
24,1,1,1,0
25,0,0,0,0
26,0,0,0,0
27,1,1,1,1
28,1,1,0,1
29,0,0,1,1
30,0,0,1,1
31,0,0,1,0
32,1,1,0,1
33,0,0,1,1
34,0,0,1,1
35,1,1,1,1
36,0,0,0,0
37,0,0,0,0
38,0,0,0,0
39,0,0,0,0
40,1,1,1,1
41,0,0,0,0
42,0,0,0,0
43,0,0,0,0
44,0,0,0,0
45,0,0,0,0
46,0,0,0,0
47,0,0,0,0
48,1,1,1,1
49,0,0,1,1
50,0,0,0,0
51,1,1,0,0
52,0,0,0,1
53,1,1,0,0
54,0,0,1,1
55,0,0,0,0
56,1,1,0,0
57,1,1,1,1
58,0,0,0,0
59,1,1,1,1
60,1,1,1,0
61,1,1,1,1
62,0,0,1,1
63,0,0,1,1
64,0,0,1,0
65,1,1,1,1
66,1,1,0,0
67,1,1,1,1
68,1,1,0,0
69,0,0,1,1
70,0,0,1,0
71,0,0,1,0
72,0,0,1,1
73,0,0,0,0
74,1,1,1,1
75,1,1,0,1
76,1,1,1,1
77,1,1,1,0
78,1,1,0,1
79,0,0,1,0
80,0,0,0,0
81,1,1,0,1
82,1,1,1,1
83,0,0,0,0
84,0,0,1,0
85,0,0,1,1
86,0,0,1,0
87,0,0,0,0
88,0,0,1,0
89,1,1,0,1
90,1,1,1,1
91,0,0,1,1
92,0,0,0,0
93,0,0,1,0
94,1,1,0,0
95,1,1,0,0
96,0,0,0,0
97,1,1,1,1
98,0,0,0,0
99,0,0,0,0
100,0,0,1,1
101,1,1,0,1
102,0,0,0,1
103,0,0,0,0
104,0,0,0,0
105,0,0,0,0
106,0,0,0,0
107,1,1,1,1
108,0,0,0,0
109,0,0,0,0
110,0,0,1,1
111,0,0,1,0
112,0,0,0,0
113,0,0,0,0
114,1,1,1,1
115,0,0,0,0
116,0,0,0,0
117,1,1,0,1
118,0,0,1,0
119,0,0,0,0
120,0,0,1,1
121,1,1,1,1
122,1,1,0,1
123,0,0,1,0
124,0,0,1,1
125,0,0,1,0
126,1,1,1,1
127,0,0,1,1
